company,name,kms_driven,fuel_type,selling_price,year
Hyundai,Grand,22000,Diesel,625000,2021
Honda,Jazz,90000,Diesel,600000,2020
Honda,City,72555,Petrol,395000,2014
Honda,Jazz,42000,Petrol,660000,2021
Maruti,Swift,59000,Diesel,700000,2022
Ford,Figo,28000,Petrol,590000,2021
Skoda,Superb,80000,Petrol,470000,2016
Honda,WR-V,48000,Diesel,785000,2022
Maruti,Alto,90000,Petrol,200000,2018
Maruti,Wagon R,68000,Petrol,311000,2019
Mahindra,Bolero,73000,Diesel,775000,2022
Maruti,Ciaz,110000,Diesel,550000,2021
Renault,Duster,85000,Diesel,575000,2019
Honda,City,70000,Diesel,875000,2022
Toyota,Innova,118321,Diesel,1750000,2021
Hyundai,i20,10000,Diesel,730000,2023
Datsun,GO,73000,Petrol,350000,2020
Maruti,Ertiga,129500,Diesel,500000,2018
Maruti,Baleno,50000,Diesel,660000,2023
Hyundai,i20,21000,Petrol,770000,2023
Skoda,Octavia,126000,Diesel,1150000,2019
Maruti,Wagon R,50000,Petrol,350000,2020
Hyundai,Grand,19600,Petrol,525000,2020
Hyundai,Grand,53100,Petrol,420000,2020
Toyota,Fortuner,181000,Diesel,1195000,2016
Ford,Figo,40000,Petrol,400000,2021
Maruti,Alto,42000,Petrol,300000,2020
Hyundai,Venue,10000,Petrol,1100000,2024
Mahindra,Bolero,57000,Diesel,718000,2022
Tata,Safari,80000,Diesel,300000,2016
Hyundai,Verna,70000,Petrol,375000,2015
Honda,City,78000,Diesel,650000,2020
Hyundai,Verna,46500,Diesel,650000,2017
Maruti,Alto,70450,Petrol,289000,2017
Honda,Amaze,23950,Diesel,780000,2024
Maruti,Swift,42321,Diesel,763000,2023
Honda,Jazz,59000,Petrol,650000,2023
Maruti,Swift,61425,Diesel,410000,2020
Hyundai,Verna,78000,Diesel,670000,2019
Honda,City,27000,Petrol,765000,2021
Volkswagen,Vento,80000,Diesel,315000,2016
Renault,Duster,75000,Diesel,565000,2019
Maruti,Swift,68202,Diesel,575000,2020
Maruti,Swift,57000,Diesel,620000,2021
Maruti,Swift Dzire,120000,Diesel,625000,2021
Ford,Ecosport,74000,Diesel,565000,2018
Maruti,Baleno,90000,Diesel,575000,2020
Maruti,Wagon R,31535,LPG,265000,2015
Maruti,Swift,40000,Petrol,570000,2023
Hyundai,Grand,22000,Petrol,520000,2021
Honda,City,14000,Petrol,1090000,2023
Maruti,Alto,30000,Petrol,180000,2013
Toyota,Innova,80000,Diesel,1000000,2021
Audi,A6,83000,Diesel,2250000,2018
Volkswagen,Polo,80000,Diesel,300000,2017
Hyundai,Verna,50000,Diesel,750000,2020
Maruti,Swift Dzire,140000,Diesel,720000,2023
Volkswagen,Polo,110000,Diesel,320000,2017
Maruti,Alto,33977,Petrol,299000,2022
Maruti,Swift,70400,Petrol,425000,2018
Maruti,Alto,66000,Petrol,320000,2022
Volkswagen,Polo,60000,Diesel,750000,2021
Maruti,Swift,31000,Diesel,630000,2020
Maruti,Alto,80000,Petrol,250000,2014
Ford,Figo,93334,Petrol,446000,2019
Maruti,Baleno,83000,Diesel,645000,2023
Maruti,Alto,62000,Petrol,245000,2017
Maruti,Alto,9021,Petrol,350000,2022
Maruti,Alto,38000,Petrol,325000,2023
Hyundai,Santro,1000,Petrol,550000,2025
Honda,Amaze,39441,Petrol,475000,2020
Honda,City,59000,Petrol,400000,2015
Maruti,Swift Dzire,25000,Petrol,650000,2023
Maruti,Baleno,10000,Petrol,800000,2023
Mahindra,XUV500,37000,Diesel,875000,2020
Maruti,Alto,76000,Petrol,165000,2013
Maruti,Swift,42994,Petrol,580000,2020
Honda,City,100000,Diesel,650000,2021
Hyundai,i20,49000,Diesel,390000,2017
Hyundai,Creta,18000,Diesel,1345000,2022
Volkswagen,Polo,58000,Petrol,610000,2021
BMW,7,24501,Diesel,4990000,2020
Hyundai,Creta,62000,Diesel,950000,2021
Honda,City,78236,Petrol,651000,2021
Renault,KWID,64000,Petrol,280000,2021
Ford,Figo,73500,Diesel,275000,2019
Mahindra,Bolero,80000,Diesel,750000,2022
Toyota,Innova,144321,Diesel,975000,2018
Honda,Jazz,68757,Diesel,640000,2020
Maruti,Swift Dzire,85316,Diesel,580000,2020
Mahindra,Bolero,99826,Diesel,525000,2020
Renault,KWID,28000,Petrol,290000,2022
Maruti,Swift Dzire,86521,Diesel,565000,2020
Mahindra,Alturas,36000,Diesel,2950000,2024
Maruti,Swift,80000,Diesel,325000,2015
Ford,Figo,67000,Diesel,275000,2015
Skoda,Rapid,103000,Petrol,550000,2017
Tata,Hexa,60000,Diesel,1200000,2022
Hyundai,i10,49700,Petrol,342000,2015
Mahindra,XUV500,60000,Diesel,544000,2018
Maruti,Alto,29000,Petrol,350000,2023
Maruti,Swift Dzire,75000,Diesel,745000,2022
BMW,3,60000,Diesel,2950000,2021
Maruti,Swift,50000,Diesel,684000,2023
Toyota,Innova,97000,Diesel,1750000,2022
Honda,Jazz,40000,Diesel,680000,2021
Tata,Safari,88000,Diesel,465000,2019
Mahindra,Bolero,65784,Diesel,345000,2018
Datsun,GO,40000,Petrol,335000,2021
Toyota,Innova,89000,Diesel,650000,2016
Mahindra,Bolero,120000,Diesel,610000,2021
Hyundai,Grand,4800,Petrol,550000,2024
Maruti,Swift,40000,Petrol,350000,2021
Skoda,Rapid,35000,Diesel,950000,2024
Hyundai,i20,12000,Petrol,745000,2022
Maruti,Alto,11000,Petrol,350000,2025
BMW,X1,88831,Diesel,1050000,2016
BMW,X5,75000,Diesel,4000000,2020
Mahindra,XUV500,50000,Diesel,1600000,2022
Honda,City,60000,Petrol,850000,2021
Maruti,Swift Dzire,84000,Diesel,465000,2021
Honda,CR-V,120000,Petrol,600000,2013
Skoda,Octavia,120340,Diesel,200000,2008
Mahindra,XUV500,35000,Diesel,1650000,2023
Hyundai,Grand,80000,Diesel,480000,2021
Maruti,Wagon R,72000,Petrol,341000,2020
Renault,KWID,53000,Petrol,230000,2021
Renault,KWID,35000,Petrol,250000,2021
Hyundai,i20,100000,Diesel,450000,2017
Maruti,Ciaz,40000,Diesel,850000,2021
Toyota,Innova,70001,Diesel,975000,2021
Mahindra,Bolero,30000,Diesel,790000,2025
Hyundai,i20,32959,Diesel,681000,2021
Honda,Jazz,34000,Petrol,550000,2022
Volkswagen,Vento,45000,Petrol,400000,2018
Maruti,Celerio,18500,Petrol,575000,2024
Volkswagen,Polo,59000,Petrol,350000,2018
Maruti,Celerio,50000,Petrol,400000,2021
Toyota,Fortuner,107030,Diesel,1375000,2018
BMW,3,35000,Diesel,1150000,2016
Maruti,Alto,25000,Petrol,200000,2017
Volkswagen,Polo,70000,Petrol,380000,2016
Datsun,GO,30000,Petrol,225000,2020
Hyundai,Verna,44000,Petrol,900000,2023
Maruti,Swift Dzire,100000,Petrol,375000,2023
Toyota,Innova,163876,Diesel,675000,2015
Toyota,Innova,151000,Diesel,750000,2018
Maruti,Swift Dzire,20000,Petrol,610000,2024
Maruti,Dzire VXI,91200,Petrol,280000,2014
Datsun,redi-GO,50500,Petrol,250000,2022
Maruti,Alto,5000,Petrol,355000,2024
Mahindra,Scorpio,38500,Diesel,1520000,2023
Renault,KWID,60000,Petrol,270000,2021
Hyundai,i20,77000,Diesel,455000,2018
Jaguar,XF,52353,Diesel,2400000,2020
Maruti,Swift Dzire,32524,Petrol,560000,2020
Maruti,Ertiga,60000,Diesel,800000,2022
Audi,A6,77000,Diesel,1750000,2017
Honda,Amaze,65675,Diesel,490000,2018
Tata,Tiago,70000,Petrol,285000,2021
Honda,City,47321,Petrol,349000,2017
Maruti,Ciaz,42564,Diesel,485000,2021
Maruti,Baleno,30000,Diesel,585000,2021
Tata,Nexon,18593,Petrol,675000,2024
Honda,City,90000,Diesel,550000,2019
Datsun,GO,70000,Petrol,180000,2021
Maruti,Baleno,25000,Petrol,700000,2025
Maruti,Ertiga,21600,Petrol,725000,2021
Maruti,Swift Dzire,60000,Petrol,350000,2017
Honda,City,63339,Diesel,675000,2019
Mercedes-Benz,GL-Class,115000,Diesel,3700000,2020
Datsun,RediGO,18000,Petrol,285000,2021
Maruti,Swift Dzire,41170,Petrol,380000,2018
Honda,WR-V,15799,Petrol,749000,2023
Mercedes-Benz,C-Class,59000,Diesel,1280000,2018
Maruti,Swift,45000,Diesel,475000,2020
Maruti,Swift Dzire,40000,Petrol,600000,2023
Skoda,Octavia,31001,Diesel,1399000,2022
Maruti,Wagon R,21517,Petrol,315000,2021
Maruti,Swift Dzire,50000,Petrol,375000,2018
Hyundai,Creta,10000,Petrol,1235000,2023
Honda,Amaze,44340,Diesel,715000,2021
Ford,Ecosport,36497,Diesel,550000,2020
Ford,Figo,90000,Diesel,230000,2016
Maruti,Swift Dzire,46100,Petrol,280000,2015
Maruti,Ciaz,35700,Diesel,650000,2022
Maruti,Swift Dzire,35000,Petrol,550000,2023
Maruti,Ertiga,119000,Diesel,700000,2019
Ford,Endeavour,80000,Diesel,750000,2015
Maruti,Wagon R,48192,Petrol,200000,2014
Ford,Ecosport,53000,Diesel,1100000,2023
Maruti,Swift Dzire,120000,Diesel,500000,2020
Honda,City,80000,Diesel,575000,2019
Renault,Duster,50000,Diesel,375000,2017
Maruti,Alto,15554,Petrol,310000,2022
Maruti,Swift,86448,Diesel,525000,2021
Maruti,Swift,87000,Diesel,205000,2015
Mahindra,XUV500,110000,Diesel,850000,2020
Maruti,Swift Dzire,60000,Diesel,500000,2020
Hyundai,Verna,23211,Diesel,825000,2022
Honda,Amaze,16000,Petrol,725000,2024
Honda,City,80000,Diesel,750000,2022
Mahindra,KUV,30000,Diesel,580000,2021
Maruti,Wagon R,57000,CNG,220000,2016
Honda,City,233000,Diesel,500000,2019
Honda,City,29512,Petrol,380000,2017
Maruti,Swift Dzire,100000,Diesel,450000,2019
Hyundai,Grand,39000,Petrol,410000,2020
Volkswagen,Vento,41000,Diesel,285000,2015
Maruti,Alto,42000,Petrol,285000,2020
Ford,Ecosport,50000,Diesel,650000,2021
Honda,Jazz,42000,Petrol,280000,2015
Hyundai,i10,80000,Petrol,210000,2017
Maruti,Wagon R,60000,Petrol,310000,2020
Skoda,Superb,50000,Petrol,375000,2015
Hyundai,Verna,30337,Petrol,569000,2020
Hyundai,i20,39000,Diesel,625000,2023
Hyundai,Santro,40000,Petrol,95000,2012
Maruti,Vitara,40000,Diesel,810000,2022
Toyota,Innova,40000,Diesel,1875000,2023
Honda,Jazz,19000,Diesel,490000,2021
Maruti,Vitara,75000,Diesel,825000,2021
Hyundai,Verna,48000,Diesel,650000,2021
Tata,Tiago,40000,Diesel,350000,2023
Maruti,Ciaz,103000,Diesel,530000,2020
Honda,WR-V,15797,Diesel,825000,2023
Ford,Ecosport,115000,Diesel,650000,2022
Tata,Safari,30000,Diesel,1270000,2024
Maruti,Vitara,31000,Diesel,849000,2023
Honda,Amaze,47277,Diesel,399000,2018
Maruti,Ciaz,28963,Diesel,600000,2021
Maruti,Swift Dzire,31000,Petrol,650000,2022
Maruti,Wagon R,29957,Petrol,150000,2010
Maruti,Ertiga,44160,Diesel,670000,2021
Maruti,Swift Dzire,55000,Diesel,325000,2017
Honda,Jazz,51000,Petrol,560000,2020
Maruti,Swift Dzire,23211,Petrol,535000,2021
Volkswagen,Polo,23569,Petrol,425000,2020
Ford,Ecosport,95000,Diesel,425000,2019
Renault,KWID,15000,Petrol,350000,2022
Hyundai,Grand,37902,Petrol,450000,2021
Maruti,Ertiga,90000,Diesel,520000,2017
Mahindra,Scorpio,120000,Diesel,400000,2014
Maruti,Wagon R,69000,CNG,350000,2020
Hyundai,i10,58519,Petrol,260000,2016
Hyundai,Creta,65000,Diesel,849000,2020
Mahindra,XUV500,59706,Diesel,875000,2020
Hyundai,i20,50000,Diesel,550000,2021
Ford,Freestyle,30000,Petrol,630000,2023
Audi,A4,40000,Petrol,3100000,2022
Ford,Ecosport,11448,Petrol,700000,2022
Honda,WR-V,31031,Diesel,725000,2022
Hyundai,Grand,40813,Petrol,450000,2022
Maruti,Wagon R,37300,Petrol,275000,2017
Volkswagen,Polo,47000,Diesel,450000,2020
Honda,City,46252,Petrol,225000,2013
Hyundai,Grand,35000,Diesel,575000,2024
Maruti,Alto,5000,Petrol,300000,2023
Maruti,Swift Dzire,33000,Petrol,395000,2019
Hyundai,i20,52000,Diesel,625000,2021
Honda,City,55000,Petrol,379000,2017
Maruti,Swift,76000,Diesel,425000,2017
Maruti,Swift Dzire,90000,Diesel,370000,2018
Ford,Aspire,25000,Diesel,615000,2022
Maruti,Swift Dzire,60000,Diesel,370000,2017
BMW,X3,37000,Diesel,2375000,2018
Maruti,Swift,34000,Diesel,725000,2023
Maruti,Eeco,18000,Petrol,225000,2018
Hyundai,i10,60000,Petrol,190000,2015
Hyundai,i20,64000,Diesel,535000,2021
Ford,Aspire,57350,Diesel,659000,2023
Hyundai,i10,46100,Petrol,270000,2017
BMW,X5,85000,Diesel,3600000,2021
Maruti,Swift Dzire,25000,Petrol,460000,2020
Hyundai,Grand,30000,Diesel,335000,2020
Maruti,Alto,21000,Petrol,140000,2017
Maruti,Alto,30000,Petrol,350000,2024
Maruti,Alto,25000,Petrol,255000,2023
Maruti,Ertiga,42000,Diesel,699000,2021
Maruti,Wagon R,120000,Petrol,192000,2016
Ford,Figo,61000,Diesel,420000,2019
Tata,Nexon,17000,Diesel,715000,2024
Maruti,Wagon R,64000,Petrol,120000,2011
Hyundai,Creta,1500,Petrol,955000,2025
Hyundai,Creta,15000,Petrol,1200000,2024
Maruti,Swift,60000,Petrol,190000,2013
Maruti,Ertiga,40000,Diesel,950000,2024
Datsun,RediGO,21696,Petrol,290000,2022
Hyundai,Santro,25000,Petrol,119000,2013
Hyundai,Elantra,67000,Diesel,575000,2018
Hyundai,Creta,40000,Diesel,1295000,2023
Toyota,Innova,57900,Diesel,900000,2020
Hyundai,i20,70000,Petrol,300000,2017
Hyundai,Creta,58000,Petrol,1175000,2022
Maruti,Swift,66100,Diesel,275000,2017
Toyota,Innova,179000,Diesel,590000,2011
Ford,Aspire,55000,Petrol,460000,2021
Hyundai,Verna,90000,Diesel,530000,2018
Hyundai,i20,41394,Petrol,640000,2022
Maruti,Celerio,27027,Petrol,370000,2019
Volkswagen,Polo,58000,Diesel,460000,2018
Maruti,Alto,76154,Petrol,275000,2017
Tata,Safari,75875,Diesel,525000,2019
Maruti,Wagon R,120000,Petrol,80000,2011
Mahindra,KUV,5000,Petrol,419000,2023
Hyundai,Verna,50111,Diesel,199000,2015
Hyundai,i10,60000,Petrol,300000,2017
Maruti,Swift Dzire,49000,Diesel,470000,2020
Renault,KWID,10000,Petrol,380000,2023
Maruti,Alto,22000,Petrol,249000,2020
Toyota,Yaris,30000,Petrol,950000,2024
Honda,City,57720,Petrol,280000,2014
Hyundai,i20,30000,Petrol,635000,2024
Tata,Tiago,10000,Petrol,425000,2022
Maruti,Swift Dzire,40000,Petrol,500000,2021
Hyundai,Santro,74000,Petrol,150000,2013
Ford,Ecosport,90000,Diesel,565000,2020
Maruti,Swift Dzire,70000,Diesel,570000,2021
Hyundai,i10,57000,Petrol,180000,2014
Maruti,Ciaz,62320,Diesel,675000,2022
Maruti,Alto,45000,Petrol,265000,2020
Tata,Hexa,57000,Diesel,1200000,2022
Maruti,Baleno,80000,Diesel,520000,2022
Hyundai,Verna,46541,Petrol,169000,2016
Hyundai,i10,56468,Petrol,268000,2017
BMW,3,12000,Diesel,2300000,2021
Volkswagen,Polo,34000,Petrol,650000,2021
Honda,Amaze,2000,Petrol,650000,2024
Hyundai,i10,15000,LPG,420000,2020
Toyota,Innova,66240,Diesel,1675000,2021
Maruti,Swift Dzire,80000,Petrol,221000,2016
Hyundai,Santro,70521,LPG,175000,2014
Honda,City,55000,Petrol,624000,2021
Maruti,Baleno,10000,Petrol,850000,2024
Hyundai,i20,50000,Petrol,245000,2015
Honda,Amaze,103000,Diesel,525000,2021
Hyundai,i20,40000,Diesel,630000,2023
Hyundai,Creta,90000,Diesel,750000,2020
Mahindra,XUV500,80000,Diesel,700000,2018
Maruti,Alto,28000,Petrol,340000,2022
Ford,Figo,83000,Diesel,650000,2022
Mahindra,XUV500,80000,Diesel,1090000,2021
Mahindra,KUV,32000,Petrol,385000,2021
Toyota,Innova,43221,Diesel,840000,2015
Hyundai,Creta,16000,Diesel,851000,2021
Maruti,Swift,106600,Petrol,300000,2017
Maruti,Swift,89000,Diesel,565000,2020
Hyundai,Grand,7245,Petrol,425000,2023
Datsun,GO,9600,Petrol,650000,2023
Mahindra,XUV500,5000,Diesel,1550000,2024
Maruti,Alto,29289,Petrol,239000,2021
Maruti,Swift Dzire,27000,Petrol,550000,2024
Toyota,Innova,77000,Diesel,520000,2015
BMW,3,38132,Diesel,1399000,2018
Hyundai,Grand,59000,Diesel,210000,2014
Hyundai,Santro,20000,Petrol,480000,2024
Datsun,RediGO,50000,Petrol,250000,2023
Maruti,Swift Dzire,145495,Diesel,550000,2018
Hyundai,Grand,36000,Petrol,525000,2024
Volkswagen,Polo,12600,Petrol,625000,2024
Maruti,Swift Dzire,120000,Diesel,450000,2020
Maruti,Swift,130130,Diesel,400000,2021
Renault,Duster,120000,Diesel,340000,2018
Datsun,RediGO,9500,Petrol,300000,2022
Maruti,Swift Dzire,70000,Diesel,590000,2022
Tata,Safari,120000,Diesel,620000,2020
Maruti,Eeco,8001,Petrol,425000,2025
Maruti,Ertiga,79000,Diesel,610000,2019
Mahindra,XUV500,60000,Diesel,660000,2020
Maruti,Swift,48148,Petrol,520000,2022
Maruti,Wagon R,25000,Petrol,190000,2015
Honda,Amaze,41200,Petrol,349000,2021
Maruti,Eeco,5000,Petrol,308000,2021
Honda,City,34000,Diesel,629000,2021
Maruti,Swift Dzire,57000,Diesel,525000,2020
Maruti,Ciaz,34000,Petrol,795000,2022
Hyundai,i20,72536,Petrol,480000,2019
Maruti,Ciaz,15000,Petrol,610000,2020
Maruti,Swift Dzire,30000,Petrol,420000,2020
Volkswagen,Vento,44000,Diesel,365000,2018
Toyota,Innova,70000,Diesel,1850000,2023
Hyundai,Creta,24000,Petrol,750000,2021
Maruti,Ertiga,90000,Diesel,350000,2017
Hyundai,i10,38452,Petrol,219000,2017
Hyundai,i20,34000,Diesel,325000,2018
Maruti,Swift,66001,Diesel,275000,2017
Maruti,Wagon R,28640,Petrol,166000,2013
Toyota,Innova,175000,Diesel,600000,2012
Mahindra,Bolero,30000,Diesel,750000,2023
Maruti,Baleno,50000,Petrol,575000,2021
Ford,Ecosport,36000,Diesel,825000,2023
BMW,X1,40100,Diesel,2499000,2022
Hyundai,i20,66692,Petrol,310000,2016
Maruti,Alto,8230,Petrol,270000,2021
Renault,KWID,35000,Petrol,244000,2021
Maruti,Swift Dzire,120000,Diesel,440000,2019
Hyundai,Creta,66500,Diesel,750000,2020
Ford,Freestyle,30000,Petrol,630000,2023
Maruti,Alto,7000,Petrol,300000,2022
Maruti,Wagon R,60000,CNG,215000,2017
Maruti,Swift Dzire,25000,Petrol,540000,2017
Mahindra,XUV300,2000,Diesel,800000,2025
Maruti,Swift Dzire,58000,Diesel,420000,2018
Maruti,Celerio,38963,Petrol,425000,2022
Datsun,GO,30000,Petrol,276000,2020
Ford,Freestyle,63001,Diesel,600000,2023
BMW,X1,40000,Diesel,2499000,2022
Maruti,Swift,57351,Diesel,450000,2019
Skoda,Superb,69000,Diesel,649000,2018
Toyota,Fortuner,132000,Diesel,1600000,2020
Maruti,Wagon R,9450,Petrol,412000,2023
Mahindra,Scorpio,20000,Diesel,879000,2021
Maruti,Swift Dzire,78051,Petrol,625000,2021
Hyundai,Creta,19000,Petrol,1075000,2024
Honda,Amaze,46000,Petrol,480000,2019
Maruti,Ertiga,90000,Diesel,450000,2017
Hyundai,i20,70000,Diesel,200000,2016
Maruti,Celerio,35887,Petrol,390000,2021
Honda,Jazz,68000,Petrol,230000,2015
Maruti,Celerio,32000,Petrol,425000,2019
Volkswagen,Polo,59000,Diesel,490000,2019
Hyundai,Verna,33000,Diesel,1090000,2023
Maruti,Wagon R,12000,Petrol,265000,2017
Renault,KWID,70000,Petrol,345000,2022
Honda,City,35000,Petrol,600000,2020
Maruti,Wagon R,40000,Petrol,300000,2019
Mahindra,Thar,44000,Diesel,699000,2022
Volkswagen,Vento,43000,Petrol,489000,2020
Hyundai,Grand,30000,Petrol,525000,2023
Datsun,GO,9605,Petrol,530000,2023
Mercedes-Benz,E-Class,123374,Petrol,421000,2010
Hyundai,Creta,195000,Diesel,1100000,2022
Toyota,Fortuner,120000,Diesel,1400000,2017
Honda,Civic,82000,Petrol,89000,2011
Ford,Ecosport,78409,Petrol,560000,2019
Tata,Nexon,25000,Diesel,750000,2024
Hyundai,i10,80000,Petrol,160000,2015
Honda,Amaze,80000,Petrol,440000,2022
Maruti,Baleno,33100,Petrol,515000,2023
Hyundai,Verna,50000,Petrol,450000,2016
Maruti,Alto,5000,Petrol,420000,2024
Audi,A6,51000,Diesel,1750000,2018
Hyundai,Grand,15000,Petrol,550000,2022
Ford,Aspire,37000,Petrol,380000,2021
Hyundai,i10,34402,Petrol,240000,2014
Maruti,Wagon R,42125,LPG,120000,2012
Toyota,Fortuner,60000,Diesel,1400000,2017
Renault,KWID,21400,Petrol,365000,2023
Hyundai,Grand,30000,Petrol,575000,2022
Honda,Amaze,36951,Diesel,780000,2023
Maruti,Swift Dzire,50000,Diesel,525000,2021
Hyundai,Creta,50000,Diesel,750000,2021
Hyundai,i10,40000,Petrol,325000,2020
BMW,3,50000,Diesel,1200000,2017
Renault,KWID,32000,Petrol,245000,2020
Honda,City,100000,Petrol,600000,2019
Datsun,GO,44000,Petrol,255000,2022
Hyundai,Creta,64907,Diesel,800000,2020
Honda,City,66983,Petrol,550000,2020
Ford,Figo,38256,Petrol,220000,2016
Toyota,Innova,30000,Diesel,1900000,2022
Mahindra,Bolero,120000,Diesel,473000,2020
Renault,KWID,5000,Petrol,375000,2024
Hyundai,Verna,23228,Petrol,625000,2022
Maruti,Alto,16300,Petrol,168000,2016
Skoda,Rapid,50000,Diesel,850000,2022
Maruti,Wagon R,7830,Petrol,354000,2020
Mahindra,Marazzo,18000,Diesel,1025000,2024
Honda,City,180000,Petrol,400000,2015
Maruti,Swift Dzire,10000,Diesel,755000,2024
Honda,City,50000,Petrol,310000,2015
Hyundai,i20,65000,Petrol,545000,2021
Jeep,Compass,52000,Diesel,1549000,2022
Mahindra,Thar,36000,Diesel,745000,2023
Maruti,Alto,60000,Petrol,270000,2021
Honda,City,35000,Petrol,570000,2020
Maruti,Wagon R,53000,Petrol,121000,2012
Hyundai,i20,33135,Petrol,325000,2018
Maruti,Eeco,7000,Petrol,230000,2015
Maruti,Alto,110000,Petrol,85000,2013
Honda,City,55555,Petrol,590000,2021
Hyundai,Grand,48000,Diesel,625000,2023
Maruti,Alto,15000,Petrol,310000,2024
Maruti,Alto,29000,Petrol,150000,2015
Hyundai,Grand,42715,Petrol,410000,2020
Maruti,Ciaz,67238,Diesel,675000,2022
Hyundai,i20,100000,Diesel,550000,2021
Mahindra,KUV,35000,Petrol,450000,2022
Ford,Ecosport,65238,Diesel,600000,2019
Maruti,Ciaz,37000,Petrol,550000,2021
Hyundai,i20,25000,Diesel,525000,2020
Renault,KWID,17000,Petrol,300000,2022
Ford,Figo,115000,Diesel,350000,2017
Maruti,Swift Dzire,35000,Diesel,600000,2021
Mahindra,Scorpio,6345,Diesel,1425000,2023
Hyundai,i20,60000,Petrol,500000,2020
Hyundai,i20,74357,Petrol,470000,2017
Hyundai,i20,25000,Petrol,600000,2023
Mahindra,KUV,65000,Diesel,345000,2021
Maruti,Swift,100000,Diesel,580000,2022
Volkswagen,Polo,23000,Petrol,350000,2018
Tata,Nexon,47000,Diesel,680000,2023
Hyundai,Verna,27000,Petrol,550000,2021
Ford,Ecosport,18000,Diesel,1050000,2023
Tata,Nexon,5000,Petrol,750000,2025
Ford,Ecosport,54000,Diesel,520000,2019
Renault,Duster,51430,Diesel,625000,2022
Honda,WR-V,36000,Petrol,625000,2022
Hyundai,i20,60000,Petrol,515000,2021
Hyundai,i10,35000,Petrol,245000,2017
Honda,City,9000,Petrol,1150000,2024
Land Rover,Rover,60000,Diesel,3800000,2022
Hyundai,Grand,3800,Petrol,600000,2025
Maruti,Wagon R,40000,CNG,330000,2022
Renault,KWID,20914,Petrol,340000,2022
Maruti,Wagon R,45455,Petrol,425000,2023
Honda,Amaze,70000,Petrol,620000,2023
Maruti,Ignis,20000,Petrol,570000,2023
Maruti,Alto,46000,Petrol,110000,2012
Honda,City,15000,Petrol,470000,2018
Hyundai,i20,20000,Petrol,540000,2021
Hyundai,Venue,28600,Diesel,1050000,2024
Maruti,Wagon R,90000,Petrol,300000,2020
Toyota,Innova,25000,Diesel,1950000,2024
Maruti,Ciaz,30000,Petrol,960000,2024
Maruti,Wagon R,90000,Petrol,400000,2020
Maruti,Swift Dzire,15000,Diesel,757000,2024
Hyundai,i10,30000,Petrol,325000,2021
Honda,City,45000,Diesel,575000,2020
Tata,Tiago,50000,Petrol,400000,2022
Datsun,RediGO,13000,Petrol,285000,2021
Volkswagen,Polo,40346,Petrol,400000,2020
Skoda,Superb,40000,Petrol,895000,2020
Ford,Ecosport,18500,Petrol,950000,2024
Maruti,Ciaz,18000,Petrol,525000,2021
Maruti,Swift,70000,Petrol,240000,2016
Hyundai,i20,62000,Petrol,500000,2021
Mahindra,Bolero,200000,Diesel,400000,2017
Hyundai,Grand,18000,Petrol,460000,2022
Maruti,Wagon R,63554,Petrol,350000,2021
Hyundai,i10,55756,Petrol,200000,2012
Tata,Tiago,21860,Petrol,425000,2024
Tata,Tiago,20000,Petrol,440000,2023
Maruti,Swift Dzire,40000,Diesel,740000,2023
Mercedes-Benz,E-Class,10000,Diesel,3600000,2019
Hyundai,i20,17728,Petrol,215000,2016
Maruti,Swift,60000,Diesel,475000,2019
Ford,Figo,54263,Diesel,225000,2016
Mahindra,XUV500,130000,Diesel,850000,2017
Hyundai,Santro,89346,Petrol,100000,2013
Maruti,Vitara,40000,Diesel,900000,2024
Maruti,Swift,110000,Diesel,500000,2021
Tata,Nexon,4200,Petrol,755000,2023
Maruti,Alto,40000,Petrol,325000,2020
Maruti,Wagon R,30000,Petrol,425000,2023
Tata,Safari,50000,Diesel,890000,2022
Tata,Safari,80000,Petrol,70000,2012
Hyundai,i20,36000,Petrol,324000,2018
Maruti,Alto,29000,Petrol,180000,2016
Maruti,Swift,90000,Petrol,450000,2022
Maruti,Swift Dzire,18000,Petrol,650000,2023
Toyota,Innova,146781,Diesel,610000,2016
Hyundai,Elantra,32000,Petrol,1199000,2023
Maruti,Alto,20000,Petrol,322000,2023
Maruti,Vitara,64000,Diesel,790000,2023
Mahindra,KUV,36000,Petrol,400000,2021
Maruti,Swift,30000,Petrol,550000,2023
Maruti,Baleno,25000,Petrol,700000,2023
Mahindra,XUV300,11840,Petrol,1190000,2024
Honda,WR-V,5000,Petrol,925000,2025
Mercedes-Benz,CLS,8000,Petrol,4200000,2019
Maruti,Alto,38600,Petrol,229000,2018
Hyundai,Creta,20234,Petrol,925000,2021
Mahindra,Scorpio,80000,Diesel,900000,2020
Hyundai,Creta,85000,Diesel,860000,2020
Maruti,Wagon R,20000,Petrol,350000,2015
Maruti,Swift Dzire,100000,Diesel,500000,2020
Maruti,Swift Dzire,26000,Petrol,475000,2020
Mahindra,Scorpio,40000,Diesel,800000,2020
Renault,KWID,30000,Petrol,350000,2024
Honda,City,30000,Petrol,625000,2019
Honda,Civic,180000,Petrol,350000,2016
Hyundai,i10,31000,Petrol,252000,2017
Honda,City,80000,Diesel,600000,2020
BMW,3,2000,Diesel,4300000,2024
Maruti,Celerio,15000,Petrol,400000,2023
Maruti,Alto,37604,Petrol,300000,2019
